chrom	start	end	summit	qval	signal
chr16	57735419	57735520	57735469	3.96052	514.77008
chr2	74458229	74458330	74458279	3.96052	512.00086
chr19	57916603	57916704	57916653	3.96052	511.64975
chr12	67269156	67269257	67269206	3.96052	509.44863
chr3	168095948	168096049	168095998	3.96052	505.05135
chr19	15379545	15379646	15379595	3.96052	504.96436
chr19	19063647	19063748	19063697	3.96052	499.60524
chr15	84631364	84631465	84631414	3.96052	499.20712
chr7	66628785	66628886	66628835	3.96052	498.88549
chrX	75273984	75274085	75274034	3.96052	495.96069
chr16	4802941	4803042	4802991	3.96052	495.49899
chr1	153967747	153967848	153967797	3.96052	493.42592
chr10	100912851	100912952	100912901	3.96052	488.69999
chr1	234373440	234373541	234373490	3.96052	488.17597
chr20	63835093	63835194	63835143	3.96052	486.77957
chr9	101533640	101533741	101533690	3.96052	486.09342
chr19	57746707	57746808	57746757	3.96052	484.45707
chr22	37658410	37658511	37658460	3.96052	482.56646
chr1	45491294	45491395	45491344	3.96052	478.51039
chr10	130111142	130111243	130111192	3.96052	478.23507
chr11	72112620	72112721	72112670	3.96052	478.04133
chr17	81891615	81891716	81891665	3.96052	476.77721
chr1	156212924	156213025	156212974	3.96052	474.16892
chr19	2950640	2950741	2950690	3.96052	472.83
chr13	110615428	110615529	110615478	3.96052	470.31128
chr11	118928590	118928691	118928640	3.96052	469.88921
chr22	40951618	40951719	40951668	3.96052	468.17478
chr10	99430719	99430820	99430769	3.96052	467.69732
chr22	39532908	39533009	39532958	3.96052	467.21748
chr7	75738963	75739064	75739013	3.96052	465.41281
chr8	102863028	102863129	102863078	3.96052	465.27875
chr7	64794337	64794438	64794387	3.96052	457.62211
chr19	21397005	21397106	21397055	3.96052	456.11616
chr12	2812562	2812663	2812612	3.96052	454.00179
chr21	46184426	46184527	46184476	3.96052	453.70918
chr1	229203576	229203677	229203626	3.96052	451.52982
chr1	161225818	161225919	161225868	3.96052	451.17525
chr10	5412490	5412591	5412540	3.96052	448.51481
chr2	85595622	85595723	85595672	3.96052	444.81296
chr14	101948213	101948314	101948263	3.96052	443.97388
chr17	81727355	81727456	81727405	3.96052	438.21397
chr5	177426252	177426353	177426302	3.96052	436.99786
chr18	74597786	74597887	74597836	3.96052	436.9013
chr16	3134887	3134988	3134937	3.96052	435.18786
chr17	17280803	17280904	17280853	3.96052	434.0318
chr1	150629254	150629355	150629304	3.96052	432.92914
chr11	64723216	64723317	64723266	3.96052	428.87959
chr19	57849754	57849855	57849804	3.96052	423.36038
chr14	26598493	26598594	26598543	3.96052	419.96095
chr12	14774249	14774350	14774299	3.96052	416.71232
chr3	66039235	66039336	66039285	3.96052	415.62455
chr10	25174597	25174698	25174647	3.96052	413.83198
chr15	64894109	64894210	64894159	3.96052	413.77226
chrX	44872940	44873041	44872990	3.96052	411.57276
chr14	65411786	65411887	65411836	3.96052	406.27974
chr22	41468665	41468766	41468715	3.96052	403.39791
chr19	47892352	47892453	47892402	3.96052	401.06755
chr19	45584465	45584566	45584515	3.96052	400.3657
chr13	26221894	26221995	26221944	3.96052	398.26141
chr16	2214920	2215021	2214970	3.96052	397.78914
chr12	96907145	96907246	96907195	3.96052	396.32558
chr4	118685304	118685405	118685354	3.96052	396.23034
chr10	1049304	1049405	1049354	3.96052	395.70149
chr5	112861177	112861278	112861227	3.96052	392.1484
chr1	39899117	39899218	39899167	3.96052	390.99986
chr1	40709216	40709317	40709266	3.96052	388.72679
chr2	219597819	219597920	219597869	3.96052	388.1938
chr3	50328196	50328297	50328246	3.96052	387.39736
chr11	62831762	62831863	62831812	3.96052	384.89501
chr2	61538569	61538670	61538619	3.96052	383.15023
chr16	4734363	4734464	4734413	3.96052	379.83466
chr16	23557575	23557676	23557625	3.96052	378.26113
chr7	149028558	149028659	149028608	3.96052	375.70947
chrX	48737271	48737372	48737321	3.96052	375.66848
chr1	113905086	113905187	113905136	3.96052	374.34865
chr11	83156852	83156953	83156902	3.96052	373.46879
chr10	68901126	68901227	68901176	3.96052	373.19394
chrX	71182110	71182211	71182160	3.96052	370.05434
chr17	76613189	76613290	76613239	3.96052	368.63507
chr14	64388088	64388189	64388138	3.96052	368.33847
chr12	28190405	28190506	28190455	3.96052	365.44465
chr17	8630929	8631030	8630979	3.96052	365.30091
chr16	57186094	57186195	57186144	3.96052	364.96007
chr9	89662108	89662209	89662158	3.96052	355.4034
chr12	113184985	113185086	113185035	3.96052	355.09757
chr1	117122111	117122212	117122161	3.96052	352.82286
chr4	99950313	99950414	99950363	3.96052	352.04339
chr14	91060897	91060998	91060947	3.96052	351.03489
chr22	37186400	37186501	37186450	3.96052	350.74736
chr2	73071576	73071677	73071626	3.96052	350.45671
chr19	48720752	48720853	48720802	3.96052	349.38936
chr14	73950177	73950278	73950227	3.96052	348.3403
chr11	108222644	108222745	108222694	3.96052	346.91812
chr1	26890224	26890325	26890274	3.96052	346.46894
chr1	25430709	25430810	25430759	3.96052	345.76236
chrX	153794112	153794213	153794162	3.96052	342.71093
chr9	133030655	133030756	133030705	3.96052	338.72433
chr11	59107051	59107152	59107101	3.96052	335.15387
chr1	109426463	109426564	109426513	3.96052	329.93162
chr19	49876251	49876352	49876301	3.96052	329.57631
chr2	24123278	24123379	24123328	3.96052	329.37989
chr12	121590318	121590419	121590368	3.96052	329.29272
chrX	115561057	115561158	115561107	3.96052	328.69185
chrX	71283565	71283666	71283615	3.96052	328.13539
chr19	21082101	21082202	21082151	3.96052	326.3309
chr4	112231573	112231674	112231623	3.96052	325.39448
chr11	65135098	65135199	65135148	3.96052	323.56654
chr9	137223634	137223735	137223684	3.96052	322.13218
chr19	57584045	57584146	57584095	3.96052	319.54881
chr3	120742545	120742646	120742595	3.96052	312.8323
chr19	1507829	1507930	1507879	3.96052	312.53529
chr19	45691912	45692013	45691962	3.96052	312.28814
chr11	95790408	95790509	95790458	3.96052	311.93141
chr11	57530729	57530830	57530779	3.96052	311.85719
chr17	45061533	45061634	45061583	3.96052	311.44302
chrX	49191369	49191470	49191419	3.96052	310.837
chr3	115147951	115148052	115148001	3.96052	310.27982
chr19	17289671	17289772	17289721	3.96052	304.28758
chr16	10297486	10297587	10297536	3.96052	301.8964
chr19	58573390	58573491	58573440	3.96052	301.19024
chr4	125314832	125314933	125314882	3.96052	300.1923
chr1	31296814	31296915	31296864	3.96052	298.96877
chr19	45692239	45692340	45692289	3.96052	297.70678
chr3	33440845	33440946	33440895	3.96052	297.34069
chr18	11149570	11149671	11149620	3.96052	296.80194
chr2	190880719	190880820	190880769	3.96052	295.33548
chr20	10434477	10434578	10434527	3.96052	294.0478
chr7	92528674	92528775	92528724	3.96052	293.64585
chr8	37604770	37604871	37604820	3.96052	291.74622
chr19	20923166	20923267	20923216	3.96052	291.24483
chr7	64563090	64563191	64563140	3.96052	290.29851
chr16	25031684	25031785	25031734	3.96052	287.18047
chr8	96493539	96493640	96493589	3.96052	287.15941
chr1	16904808	16904909	16904858	3.96052	283.44483
chr14	31229922	31230023	31229972	3.96052	281.61596
chr7	102748735	102748836	102748785	3.96052	278.85065
chr16	30021342	30021443	30021392	3.96052	278.56643
chr11	10808951	10809052	10809001	3.96052	278.13693
chr7	10973141	10973242	10973191	3.96052	275.49514
chr11	13277502	13277603	13277552	3.96052	275.30004
chr6	116616282	116616383	116616332	3.96052	274.32754
chr3	10595082	10595183	10595132	3.96052	269.90303
chr11	119195823	119195924	119195873	3.96052	267.52912
chr12	49741435	49741536	49741485	3.96052	266.32472
chr11	59058512	59058613	59058562	3.96052	264.75196
chr17	4967578	4967679	4967628	3.96052	262.30096
chr20	43457537	43457638	43457587	3.96052	261.07431
chrX	48676404	48676505	48676454	3.96052	260.83369
chr10	42368050	42368151	42368100	3.96052	258.21711
chr1	87328368	87328469	87328418	3.96052	257.37277
chrX	11759474	11759575	11759524	3.96052	256.97445
chr12	1804633	1804734	1804683	3.96052	256.82762
chr14	90383262	90383363	90383312	3.96052	256.03775
chr17	48107461	48107562	48107511	3.96052	255.22359
chr16	3443513	3443614	3443563	3.96052	254.91557
chr10	102502381	102502482	102502431	3.96052	253.91468
chr12	56334032	56334133	56334082	3.96052	253.33052
chr6	32195569	32195670	32195619	3.96052	251.01355
chr14	45135800	45135901	45135850	3.96052	249.0419
chr16	30948269	30948370	30948319	3.96052	248.79068
chr11	73983339	73983440	73983389	3.96052	248.40178
chr19	38850364	38850465	38850414	3.96052	247.83519
chr5	141923733	141923834	141923783	3.96052	245.46349
chr1	227563494	227563595	227563544	3.96052	243.73489
chr11	125124296	125124397	125124346	3.96052	243.54719
chr12	55997117	55997218	55997167	3.96052	243.54604
chr19	15837072	15837173	15837122	3.96052	242.86097
chrX	47561305	47561406	47561355	3.96052	240.73722
chr9	26956309	26956410	26956359	3.96052	239.58261
chr16	22008013	22008114	22008063	3.96052	233.41833
chr16	1826864	1826965	1826914	3.96052	233.39414
chr18	158289	158390	158339	3.96052	231.66336
chr10	15860485	15860586	15860535	3.96052	231.54813
chr8	30744127	30744228	30744177	3.96052	227.70035
chr8	56211444	56211545	56211494	3.96052	227.39027
chr2	101340155	101340256	101340205	3.96052	227.34928
chr15	78507432	78507533	78507482	3.96052	227.08224
chr5	181223476	181223577	181223526	3.96052	226.86357
chr1	198157594	198157695	198157644	3.96052	226.78886
chr17	18183598	18183699	18183648	3.96052	226.27671
chr1	54887239	54887340	54887289	3.96052	224.56233
chr16	19067708	19067809	19067758	3.96052	223.40759
chr19	41439583	41439684	41439633	3.96052	221.16963
chr1	167722066	167722167	167722116	3.96052	219.68805
chr12	6723930	6724031	6723980	3.96052	219.48299
chr17	43900653	43900754	43900703	3.96052	219.32229
chr19	51366475	51366576	51366525	3.96052	218.91407
chr11	58578915	58579016	58578965	3.96052	218.23926
chr19	57681905	57682006	57681955	3.96052	217.36182
chr8	30744327	30744428	30744377	3.96052	216.81504
chr3	47803059	47803160	47803109	3.96052	215.94361
chr14	58298187	58298288	58298237	3.96052	213.97091
chr19	15223463	15223564	15223513	3.96052	211.8067
chr17	21043364	21043465	21043414	3.96052	211.36379
chr1	62436578	62436679	62436628	3.96052	210.6052
chrX	69501562	69501663	69501612	3.96052	208.07176
chr7	129144597	129144698	129144647	3.96052	207.42829
chr19	47745698	47745799	47745748	3.96052	207.36476
chrX	47362240	47362341	47362290	3.96052	206.89799
chr7	65252219	65252320	65252269	3.96052	206.53166
chr3	150546655	150546756	150546705	3.96052	206.24987
chr13	26222095	26222196	26222145	3.96052	206.09818
chr12	122526988	122527089	122527038	3.96052	203.95048
chr21	39349040	39349141	39349090	3.96052	202.75049
chr19	4474742	4474843	4474792	3.96052	202.67378
chr17	75979495	75979596	75979545	3.96052	202.48205
chrX	101408047	101408148	101408097	3.96052	201.99684
chr20	45935270	45935371	45935320	3.96052	201.67301
chr7	73683412	73683513	73683462	3.96052	201.54431
chr2	27409576	27409677	27409626	3.96052	201.04141
chr16	84191020	84191121	84191070	3.96052	200.49177
chr20	56392344	56392445	56392394	3.96052	199.12888
chr9	6080296	6080397	6080346	3.96052	198.70795
chr17	35242926	35243027	35242976	3.96052	197.29416
chr2	55519493	55519594	55519543	3.96052	196.7411
chr9	35604069	35604170	35604119	3.96052	195.98418
chr22	45671760	45671861	45671810	3.96052	195.66677
chr13	31162025	31162126	31162075	3.96052	194.7856
chrX	52261818	52261919	52261868	3.96052	194.43826
chr10	132335311	132335412	132335361	3.96052	193.77402
chr11	62728413	62728514	62728463	3.96052	193.64686
chr17	82257581	82257682	82257631	3.96052	192.31008
chr17	59619563	59619664	59619613	3.96052	192.06387
chr4	140373399	140373500	140373449	3.96052	191.89966
chr7	876693	876794	876743	3.96052	191.80395
chr1	222815018	222815119	222815068	3.96052	190.90406
chr6	41073019	41073120	41073069	3.96052	190.07624
chr2	152717732	152717833	152717782	3.96052	189.86195
chr1	201946562	201946663	201946612	3.96052	188.62463
chr20	33826520	33826621	33826570	3.96052	187.482
chr17	17281005	17281106	17281055	3.96052	187.41297
chr3	122416091	122416192	122416141	3.96052	187.17745
chr2	38875892	38875993	38875942	3.96052	186.79745
chr1	52703034	52703135	52703084	3.96052	186.71022
chr1	108692232	108692333	108692282	3.96052	186.27446
chr19	56315097	56315198	56315147	3.96052	185.83424
chr12	100573924	100574025	100573974	3.96052	185.75548
chr12	55974072	55974173	55974122	3.96052	185.17647
chr7	44082601	44082702	44082651	3.96052	185.06777
chr5	142280216	142280317	142280266	3.96052	184.5047
chr1	246566297	246566398	246566347	3.96052	184.17703
chr12	31073876	31073977	31073926	3.96052	183.67135
chr13	97433046	97433147	97433096	3.96052	183.55801
chr2	173965601	173965702	173965651	3.96052	182.9259
chrX	318183	318284	318233	3.96052	182.74289
chr17	4940535	4940636	4940585	3.96052	182.68272
chr19	19032535	19032636	19032585	3.96052	182.25833
chr19	21836161	21836262	21836211	3.96052	182.21714
chrX	93673605	93673706	93673655	3.96052	180.32618
chr17	78241613	78241714	78241663	3.96052	179.61253
chr14	96363360	96363461	96363410	3.96052	178.81214
chr16	22374867	22374968	22374917	3.96052	178.37579
chr15	100602474	100602575	100602524	3.96052	178.00606
chr2	112584421	112584522	112584471	3.96052	177.00447
chr19	55408151	55408252	55408201	3.96052	176.07687
chr1	121184932	121185033	121184982	3.96052	175.22588
chr3	186992942	186993043	186992992	3.96052	174.97993
chr9	3526073	3526174	3526123	3.96052	174.40653
chr6	4180746	4180847	4180796	3.96052	174.1734
chr9	81689874	81689975	81689924	3.96052	173.97965
chr8	145002894	145002995	145002944	3.96052	172.77995
chr5	180292260	180292361	180292310	3.96052	172.16168
chr1	26921858	26921959	26921908	3.96052	171.95121
chr13	64078223	64078324	64078273	3.96052	171.28927
chr20	31723871	31723972	31723921	3.96052	169.03214
chr9	128067643	128067744	128067693	3.96052	167.94532
chr19	46850825	46850926	46850875	3.96052	167.6634
chr4	174283424	174283525	174283474	3.96052	166.63864
chr22	37746089	37746190	37746139	3.96052	165.81493
chr19	41264282	41264383	41264332	3.96052	165.54046
chr7	64666037	64666138	64666087	3.96052	165.38752
chr8	70402350	70402451	70402400	3.96052	163.92528
chr10	132434534	132434635	132434584	3.96052	162.84906
chr6	159106855	159106956	159106905	3.96052	162.83772
chr1	110964107	110964208	110964157	3.96052	162.59553
chr1	161226017	161226118	161226067	3.96052	162.1321
chr9	127245197	127245298	127245247	3.96052	161.28684
chrX	86148273	86148374	86148323	3.96052	160.90003
chr9	130690103	130690204	130690153	3.96052	160.32736
chr3	120094902	120095003	120094952	3.96052	160.12107
chr17	49067312	49067413	49067362	3.96052	158.91518
chr1	46489742	46489843	46489792	3.96052	158.65507
chr2	44168369	44168470	44168419	3.96052	158.3107
chr22	43343376	43343477	43343426	3.96052	158.03326
chr5	8457597	8457698	8457647	3.96052	156.2685
chr16	58024955	58025056	58025005	3.96052	155.43245
chr8	38996507	38996608	38996557	3.96052	155.41973
chr5	163460507	163460608	163460557	3.96052	155.3248
chr1	8878950	8879051	8879000	3.96052	154.85573
chr17	15966332	15966433	15966382	3.96052	154.20959
chr12	122064966	122065067	122065016	3.96052	154.09216
chr1	30824553	30824654	30824603	3.96052	153.30923
chr11	72787544	72787645	72787594	3.96052	153.16462
chr17	48048416	48048517	48048466	3.96052	152.49122
chr17	64506890	64506991	64506940	3.96052	152.18936
chr19	57191610	57191711	57191660	3.96052	151.79507
chr6	31877697	31877798	31877747	3.96052	151.55449
chr19	20077955	20078056	20078005	3.96052	151.36906
chr7	100612133	100612234	100612183	3.96052	151.05478
chr17	81239366	81239467	81239416	3.96052	150.80065
chr2	231707287	231707388	231707337	3.96052	150.78159
chr16	10386157	10386258	10386207	3.96052	150.7528
chr14	63642352	63642453	63642402	3.96052	149.33505
chr3	153161278	153161379	153161328	3.96052	148.42674
chr20	310536	310637	310586	3.96052	148.0513
chr1	23344574	23344675	23344624	3.96052	147.52805
chr6	42050737	42050838	42050787	3.96052	146.84361
chr2	177212449	177212550	177212499	3.96052	146.03013
chr7	139359767	139359868	139359817	3.96052	145.92906
chr19	46296890	46296991	46296940	3.96052	145.47428
chr10	132335597	132335698	132335647	3.96052	145.28311
chr12	89379254	89379355	89379304	3.96052	145.234
chr5	110739416	110739517	110739466	3.96052	145.03504
chr17	39164958	39165059	39165008	3.96052	144.93192
chr3	32186290	32186391	32186340	3.96052	144.89976
chr5	44808818	44808919	44808868	3.96052	144.71651
chr19	20565769	20565870	20565819	3.96052	144.68726
chr6	153002818	153002919	153002868	3.96052	144.09022
chr22	35300355	35300456	35300405	3.96052	142.60389
chr19	40285426	40285527	40285476	3.96052	142.15514
chr2	174487336	174487437	174487386	3.96052	142.12101
chr12	113185196	113185297	113185246	3.96052	141.98089
chr10	14954081	14954182	14954131	3.96052	141.97992
chr3	56467216	56467317	56467266	3.96052	141.37101
chr3	122001344	122001445	122001394	3.96052	140.76281
chr2	96858270	96858371	96858320	3.96052	140.76
chr1	16514540	16514641	16514590	3.96052	139.49893
chr4	99563681	99563782	99563731	3.96052	139.44598
chr17	30731678	30731779	30731728	3.96052	139.13753
chr4	147617498	147617599	147617548	3.96052	139.11476
chr11	123062459	123062560	123062509	3.96052	139.0555
chr7	135247567	135247668	135247617	3.96052	138.86212
chr7	101244985	101245086	101245035	3.96052	138.64279
chr1	10399116	10399217	10399166	3.96052	138.24797
chr14	21437485	21437586	21437535	3.96052	135.90008
chr10	70146691	70146792	70146741	3.96052	135.80469
chr10	78407128	78407229	78407178	3.96052	135.49416
chr7	39623490	39623591	39623540	3.96052	135.45347
chr15	40440821	40440922	40440871	3.96052	135.26683
chr16	20806446	20806547	20806496	3.96052	135.25433
chr14	44897138	44897239	44897188	3.96052	135.14168
chr22	36776386	36776487	36776436	3.96052	134.66945
chr3	100401154	100401255	100401204	3.96052	133.83006
chr19	45584678	45584779	45584728	3.96052	133.08294
chr11	119085025	119085126	119085075	3.96052	131.45398
chr7	99919577	99919678	99919627	3.96052	129.55277
chr14	103862588	103862689	103862638	3.96052	129.26742
chr22	21666148	21666249	21666198	3.96052	129.25683
chr2	238240055	238240156	238240105	3.96052	128.99167
chr12	121672642	121672743	121672692	3.96052	128.97386
chr6	36245024	36245125	36245074	3.96052	128.78377
chr2	127419549	127419650	127419599	3.96052	128.42424
chr11	119108643	119108744	119108693	3.96052	128.16048
chr15	65057207	65057308	65057257	3.96052	127.86716
chrX	153794311	153794412	153794361	3.96052	127.75835
chr17	15945026	15945127	15945076	3.96052	127.28562
chr10	123154464	123154565	123154514	3.96052	127.24706
chr7	44848507	44848608	44848557	3.96052	127.11532
chr22	49960309	49960410	49960359	3.96052	126.77038
chr16	89560573	89560674	89560623	3.96052	125.87845
chr19	21852078	21852179	21852128	3.96052	125.87226
chr19	50025616	50025717	50025666	3.96052	125.39762
chr15	90352340	90352441	90352390	3.96052	125.32248
chr11	68460739	68460840	68460789	3.96052	125.30062
chr1	38046986	38047087	38047036	3.96052	124.84616
chr19	40425907	40426008	40425957	3.96052	124.64853
chr7	80624002	80624103	80624052	3.96052	124.60165
chr3	88189558	88189659	88189608	3.96052	124.12515
chr17	5486259	5486360	5486309	3.96052	123.69403
chr19	49677264	49677365	49677314	3.96052	123.45476
chr2	111120851	111120952	111120901	3.96052	123.13384
chr16	16149902	16150003	16149952	3.96052	122.19204
chr16	85899037	85899138	85899087	3.96052	121.91358
chr2	66433447	66433548	66433497	3.96052	121.04282
chr13	41107801	41107902	41107851	3.96052	120.5061
chr20	17822087	17822188	17822137	3.96052	119.53279
chr7	30505071	30505172	30505121	3.96052	119.49566
chr7	92245863	92245964	92245913	3.96052	118.72856
chr20	2509081	2509182	2509131	3.96052	118.08999
chr9	14961538	14961639	14961588	3.96052	117.90474
chr11	58578202	58578303	58578252	3.96052	117.86608
chr6	33816015	33816116	33816065	3.96052	117.67003
chr8	32927862	32927963	32927912	3.96052	117.62534
chr17	49193165	49193266	49193215	3.96052	117.29831
chr19	14006746	14006847	14006796	3.96052	116.97335
chr22	21652085	21652186	21652135	3.96052	116.61912
chr6	33200623	33200724	33200673	3.96052	116.25658
chr9	36766095	36766196	36766145	3.96052	116.02566
chr20	19265813	19265914	19265863	3.96052	115.83886
chr22	36481568	36481669	36481618	3.96052	115.60616
chr9	26947451	26947552	26947501	3.96052	115.46127
chr17	5486471	5486572	5486521	3.96052	115.28406
chr7	16645786	16645887	16645836	3.96052	115.23976
chr19	3035689	3035790	3035739	3.96052	114.37816
chr1	151790781	151790882	151790831	3.96052	113.84684
chr21	46324397	46324498	46324447	3.96052	113.83671
chr9	74952915	74953016	74952965	3.96052	113.47588
chrX	47145138	47145239	47145188	3.96052	113.45518
chrX	48911655	48911756	48911705	3.96052	113.37126
chr19	507326	507427	507376	3.96052	113.3562
chr15	41284090	41284191	41284140	3.96052	112.09974
chr19	4247165	4247266	4247215	3.96052	111.56137
chr12	102120101	102120202	102120151	3.96052	111.33721
chr14	44915035	44915136	44915085	3.96052	110.98459
chr11	67410171	67410272	67410221	3.96052	110.92813
chr2	38603233	38603334	38603283	3.96052	110.88137
chr1	9249741	9249842	9249791	3.96052	110.82549
chr8	74350364	74350465	74350414	3.96052	110.77386
chr3	105869324	105869425	105869374	3.96052	110.27942
chr14	103385294	103385395	103385344	3.96052	110.15274
chr15	99249565	99249666	99249615	3.96052	109.739
chr20	62182938	62183039	62182988	3.96052	109.16053
chr13	19633769	19633870	19633819	3.96052	108.96743
chr11	8722262	8722363	8722312	3.96052	108.71356
chr6	7726007	7726108	7726057	3.96052	108.37089
chr14	24367862	24367963	24367912	3.96052	108.2684
chr15	75198837	75198938	75198887	3.96052	108.24927
chrX	52935052	52935153	52935102	3.96052	108.23279
chr11	45918038	45918139	45918088	3.96052	107.20893
chr13	48037652	48037753	48037702	3.96052	106.87597
chr22	46335849	46335950	46335899	3.96052	106.78741
chr15	59105021	59105122	59105071	3.96052	106.66575
chr8	106726003	106726104	106726053	3.96052	106.61535
chr3	128487964	128488065	128488014	3.96052	106.37793
chr16	78099404	78099505	78099454	3.96052	106.27502
chr3	27369451	27369552	27369501	3.96052	105.86815
chr1	172533056	172533157	172533106	3.96052	105.55388
chr12	57455348	57455449	57455398	3.96052	105.2236
chr9	70419047	70419148	70419097	3.96052	104.38433
chr15	68234278	68234379	68234328	3.96052	104.29256
chr6	33289497	33289598	33289547	3.96052	103.70409
chr11	57667626	57667727	57667676	3.96052	103.45143
chr7	74658552	74658653	74658602	3.96052	103.31203
chr20	57718593	57718694	57718643	3.96052	103.01838
chr7	55736824	55736925	55736874	3.96052	102.78863
chr20	347676	347777	347726	3.96052	102.74243
chr5	36242099	36242200	36242149	3.96052	102.513
chr3	107523046	107523147	107523096	3.96052	101.97276
chr1	148388906	148389007	148388956	3.96052	101.60223
chr7	44726399	44726500	44726449	3.96052	101.38059
chr20	43514058	43514159	43514108	3.96052	101.26851
chr5	10316026	10316127	10316076	3.96052	101.26235
chr5	31532378	31532479	31532428	3.96052	100.73726
chr19	5436772	5436873	5436822	3.96052	100.20915
chr3	115147694	115147795	115147744	3.96052	100.09405
chr17	5419922	5420023	5419972	3.96052	100.0276
chr1	61077126	61077227	61077176	3.96052	100.01493
chr16	84281185	84281286	84281235	3.96052	99.59786
chr1	1375470	1375571	1375520	3.96052	99.55038
chr11	64723417	64723518	64723467	3.96052	99.52768
chr8	37762740	37762841	37762790	3.96052	99.50111
chr1	117367355	117367456	117367405	3.96052	99.30398
chr17	3049170	3049271	3049220	3.96052	99.05794
chr12	8949865	8949966	8949915	3.96052	98.9404
chr19	45305575	45305676	45305625	3.96052	98.86158
chr6	89829977	89830078	89830027	3.96052	98.82548
chr21	39349299	39349400	39349349	3.96052	98.6535
chr19	45677431	45677532	45677481	3.96052	98.24107
chr1	36401511	36401612	36401561	3.96052	97.70658
chr8	123060931	123061032	123060981	3.96052	97.64888
chr4	82753326	82753427	82753376	3.96052	97.30262
chr17	5758815	5758916	5758865	3.96052	97.28836
chr17	7572796	7572897	7572846	3.96052	97.28005
chr9	137307585	137307686	137307635	3.96052	97.03406
chr2	241686781	241686882	241686831	3.96052	96.94432
chr7	48035407	48035508	48035457	3.96052	96.87028
chr14	90454466	90454567	90454516	3.96052	96.69461
chr11	61362244	61362345	61362294	3.96052	96.55313
chr3	180602105	180602206	180602155	3.96052	96.37982
chrX	49269466	49269567	49269516	3.96052	96.3474
chr11	117327957	117328058	117328007	3.96052	96.24843
chr11	809491	809592	809541	3.96052	96.12745
chr1	18902850	18902951	18902900	3.96052	96.12738
chr4	128287923	128288024	128287973	3.96052	96.00668
chr11	47961500	47961601	47961550	3.96052	95.90535
chr2	241150319	241150420	241150369	3.96052	95.82473
chr22	24011192	24011293	24011242	3.96052	95.57411
chr20	46562846	46562947	46562896	3.96052	95.47055
chr2	113167351	113167452	113167401	3.96052	95.2775
chr9	96619856	96619957	96619906	3.96052	95.21734
chr19	16111961	16112062	16112011	3.96052	94.91474
chrX	130903273	130903374	130903323	3.96052	94.72051
chr16	28863699	28863800	28863749	3.96052	94.60316
chr19	19900856	19900957	19900906	3.96052	94.12258
chr1	243255853	243255954	243255903	3.96052	94.04082
chr17	82716689	82716790	82716739	3.96052	94.00862
